idx	status	level	score	techniques
388	solved	极端	5064	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*1, 双线风筝(2-String Kite)*1, 空矩形(Empty Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Net Verity*2, Finned Franken Swordfish*1, Forcing Chain Contradiction*4, Naked Single*25, Naked Triple*1, Full House*21
389	solved	极端	8398	隐藏唯一数(Hidden Single)*11, Locked Candidates Type 1 (Pointing)*5, Naked Pair*2, 摩天楼(Skyscraper)*2, 双线风筝(2-String Kite)*3, Discontinuous Nice Loop*2, Forcing Chain Contradiction*7, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Finned X-Wing*1, Almost Locked Set Chain*1, Almost Locked Set XZ-Rule*1, Locked Candidates Type 2 (Claiming)*1, Sue de Coq*1, Almost Locked Set XY-Wing*1, Naked Single*26, Locked Pair*1, W-Wing*1, XY链(XY-Chain)*4, Full House*20
390	solved	极端	6068	Naked Single*18, 隐藏唯一数(Hidden Single)*14, Full House*20, Naked Pair*1, 多宝鱼(Turbot Fish)*2, Finned Swordfish*2, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Almost Locked Set Chain*2, 空矩形(Empty Rectangle)*2, W-Wing*1, Forcing Chain Contradiction*2, Locked Candidates Type 1 (Pointing)*2, XY-Wing*1, Multi Colors 1*1, 摩天楼(Skyscraper)*1, Almost Locked Set XZ-Rule*1, AIC*1
391	solved	极端	3748	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*4, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Discontinuous Nice Loop*1, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*3, Naked Single*15, Full House*21, Locked Candidates Type 2 (Claiming)*1, Naked Pair*2, 摩天楼(Skyscraper)*1, XY-Wing*1
392	solved	极端	5190	Naked Single*23, 隐藏唯一数(Hidden Single)*11, 隐式矩形(Hidden Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*1, Naked Triple*1, Locked Candidates Type 1 (Pointing)*4, 双线风筝(2-String Kite)*1, Discontinuous Nice Loop*4, 隐藏数对(Hidden Pair)*1, X-Wing*1, XYZ-Wing*1, AIC*1, Full House*21, Locked Candidates Type 2 (Claiming)*1, W-Wing*1
393	solved	极端	10048	Naked Single*19, 隐藏唯一数(Hidden Single)*17, Locked Candidates Type 1 (Pointing)*5, 双线风筝(2-String Kite)*2, Forcing Chain Contradiction*5, Discontinuous Nice Loop*6, 成组不连续环(Grouped Discontinuous Nice Loop)*6, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, Forcing Chain Verity*1, Naked Triple*1, Forcing Net Contradiction*1, Locked Candidates Type 2 (Claiming)*2, W-Wing*3, Naked Pair*2, 隐藏数对(Hidden Pair)*1, 多宝鱼(Turbot Fish)*1, XY-Wing*1, Full House*21, 唯一性测试 2*1, Bivalue Universal Grave + 1*1
394	solved	极端	6258	隐藏唯一数(Hidden Single)*6, X-Wing*1, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*3, 成组连续环(Grouped Continuous Nice Loop)*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*1, Almost Locked Set XY-Wing*3, Forcing Chain Verity*1, Naked Pair*1, 空矩形(Empty Rectangle)*1, Locked Candidates Type 1 (Pointing)*1, Locked Pair*2, Naked Single*26, Naked Triple*1, W-Wing*1, Locked Candidates Type 2 (Claiming)*1, 多宝鱼(Turbot Fish)*2, XY-Wing*1, Full House*20
395	solved	极端	10252	隐藏唯一数(Hidden Single)*12, Naked Single*20, Full House*21, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Forcing Chain Contradiction*11, Locked Candidates Type 1 (Pointing)*2, Almost Locked Set Chain*1, Sue de Coq*1, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, 成组连续环(Grouped Continuous Nice Loop)*1, Discontinuous Nice Loop*3, Finned X-Wing*1, Continuous Nice Loop*1, 唯一性测试 1*1, XY链(XY-Chain)*1
396	solved	极端	6576	隐藏唯一数(Hidden Single)*22, Locked Pair*1, Sashimi X-Wing*1, Discontinuous Nice Loop*2, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Forcing Chain Contradiction*3, Locked Candidates Type 1 (Pointing)*4, Naked Pair*3, Locked Candidates Type 2 (Claiming)*2, AIC*4, Naked Single*11, Finned Swordfish*1, Remote Pair*1, 三链列(Swordfish)*1, 空矩形(Empty Rectangle)*1, XY链(XY-Chain)*1, Full House*21, W-Wing*1, Bivalue Universal Grave + 1*1
397	solved	极端	7944	Full House*20, 隐藏唯一数(Hidden Single)*10, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*1, Almost Locked Set Chain*1, X-Wing*2, Forcing Chain Contradiction*7, Forcing Net Verity*1, Almost Locked Set XY-Wing*1, Discontinuous Nice Loop*2, Forcing Chain Verity*1, Locked Candidates Type 1 (Pointing)*3, Hidden Triple*1, Naked Pair*1, Sue de Coq*1, Continuous Nice Loop*1, Naked Single*21
398	solved	极端	8966	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*4, 隐藏数对(Hidden Pair)*1, Almost Locked Set XY-Wing*5, Almost Locked Set Chain*1, Forcing Chain Contradiction*10, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Finned X-Wing*1, Forcing Net Verity*1, Naked Single*28, Locked Candidates Type 2 (Claiming)*1, Full House*20
399	solved	极端	10048	隐藏唯一数(Hidden Single)*14, 隐藏数对(Hidden Pair)*1, 空矩形(Empty Rectangle)*3, 唯一性测试 4*1, Sashimi Swordfish*2, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*4, Almost Locked Set XY-Wing*1, XY-Wing*4, Discontinuous Nice Loop*5, 成组 AIC*1, Finned Franken Swordfish*1, Locked Candidates Type 1 (Pointing)*5, 双线风筝(2-String Kite)*1, W-Wing*2, AIC*2, Naked Single*17, Full House*21, 摩天楼(Skyscraper)*2, Sashimi X-Wing*1, Finned Swordfish*1, Locked Candidates Type 2 (Claiming)*3, X-Wing*1, XY链(XY-Chain)*1
400	solved	极端	7556	隐藏唯一数(Hidden Single)*14, Locked Candidates Type 1 (Pointing)*3, 多宝鱼(Turbot Fish)*1, Finned X-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Forcing Chain Contradiction*3, Forcing Net Verity*1, Naked Pair*1, X-Wing*2, W-Wing*2, Naked Single*20, Discontinuous Nice Loop*4, AIC*2, XY-Wing*1, 隐式矩形(Hidden Rectangle)*1, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, Hidden Triple*1, 隐藏数对(Hidden Pair)*1, Locked Candidates Type 2 (Claiming)*1, 摩天楼(Skyscraper)*1, Full House*20, 双线风筝(2-String Kite)*1
401	solved	极端	10066	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*7, Locked Candidates Type 2 (Claiming)*2, 空矩形(Empty Rectangle)*2, Naked Pair*3, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*6, Naked Triple*3, Naked Single*25, Discontinuous Nice Loop*9, Almost Locked Set XZ-Rule*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Sue de Coq*1, 唯一性测试 6*1, XY链(XY-Chain)*1, Continuous Nice Loop*1, 双线风筝(2-String Kite)*1, AIC*1, Locked Pair*1, X-Wing*1, W-Wing*2, 多宝鱼(Turbot Fish)*1, Full House*21
402	solved	极端	8518	隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*4, 隐藏数对(Hidden Pair)*1, XYZ-Wing*1, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*3, Forcing Chain Contradiction*4, Naked Single*22, Forcing Chain Verity*2, X-Wing*1, Naked Pair*1, Naked Triple*1, 空矩形(Empty Rectangle)*1, 双线风筝(2-String Kite)*1, Locked Candidates Type 2 (Claiming)*1, Full House*20
403	solved	极端	7696	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*4, 隐藏数对(Hidden Pair)*1, Almost Locked Set XZ-Rule*3, Almost Locked Set XY-Wing*3, Almost Locked Set Chain*1, Forcing Chain Contradiction*4, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Net Verity*1, Locked Candidates Type 2 (Claiming)*2, Discontinuous Nice Loop*5, 双线风筝(2-String Kite)*1, Hidden Triple*1, Naked Single*18, Locked Pair*1, Full House*20, Naked Pair*1
404	solved	极端	5648	隐藏唯一数(Hidden Single)*17, Locked Candidates Type 1 (Pointing)*5, Locked Candidates Type 2 (Claiming)*4, Naked Pair*1, 双线风筝(2-String Kite)*3, Finned X-Wing*1, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*2, Forcing Net Verity*1, Locked Pair*1, XY链(XY-Chain)*4, XYZ-Wing*1, 隐式矩形(Hidden Rectangle)*1, Naked Single*19, Full House*21
405	solved	极端	11550	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*6, Naked Triple*2, 隐藏数对(Hidden Pair)*1, 隐式矩形(Hidden Rectangle)*1, Discontinuous Nice Loop*4, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*8, Forcing Chain Verity*7, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Naked Single*20, 唯一性测试 3*1, Full House*19, Finned Swordfish*1, AIC*2, X-Wing*1
406	solved	极端	7992	隐藏唯一数(Hidden Single)*12, Finned X-Wing*1, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*3, Locked Candidates Type 1 (Pointing)*4, Discontinuous Nice Loop*4, 双线风筝(2-String Kite)*3, XYZ-Wing*2, AIC*1, Naked Single*21, Naked Triple*1, Almost Locked Set XY-Wing*6, Full House*20, Locked Candidates Type 2 (Claiming)*2, Naked Pair*1, 唯一性测试 1*1, XY链(XY-Chain)*1
407	solved	极端	3462	隐藏唯一数(Hidden Single)*16, Naked Single*16, Locked Candidates Type 1 (Pointing)*3, 双线风筝(2-String Kite)*3, 隐式矩形(Hidden Rectangle)*3, Forcing Net Verity*1, Naked Triple*1, 隐藏数对(Hidden Pair)*1, 摩天楼(Skyscraper)*1, 空矩形(Empty Rectangle)*1, Continuous Nice Loop*1, XY链(XY-Chain)*1, 三链列(Swordfish)*2, Locked Pair*1, Locked Candidates Type 2 (Claiming)*1, Naked Pair*1, Bivalue Universal Grave + 1*1, Full House*21
408	solved	极端	10244	隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*4, Naked Triple*2, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*9, Locked Candidates Type 2 (Claiming)*3, Forcing Chain Contradiction*8, Almost Locked Set XY-Wing*3, Discontinuous Nice Loop*2, 双线风筝(2-String Kite)*1, Almost Locked Set XZ-Rule*2, Full House*20, Naked Single*21, 摩天楼(Skyscraper)*2
409	solved	极端	8898	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*9, Naked Triple*3, 隐式矩形(Hidden Rectangle)*1, Discontinuous Nice Loop*7, Almost Locked Set XY-Wing*4, Forcing Chain Verity*1, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Almost Locked Set XZ-Rule*1, 隐藏数对(Hidden Pair)*2, Sue de Coq*3, 双线风筝(2-String Kite)*2, Locked Candidates Type 2 (Claiming)*2, AIC*1, Naked Single*29, XY-Wing*1, XY链(XY-Chain)*1, 多宝鱼(Turbot Fish)*1, W-Wing*1, Full House*20
410	solved	极端	4556	Naked Single*31, Full House*21, 隐藏唯一数(Hidden Single)*2, Locked Candidates Type 1 (Pointing)*2, 隐藏数对(Hidden Pair)*1, Forcing Chain Contradiction*6, Finned X-Wing*1, Almost Locked Set XY-Wing*1, Forcing Net Verity*1
411	solved	极端	8720	隐藏唯一数(Hidden Single)*8, 隐藏数对(Hidden Pair)*3, 三链列(Swordfish)*2, 多宝鱼(Turbot Fish)*1, Locked Candidates Type 2 (Claiming)*1, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*3, Forcing Chain Verity*1, Forcing Chain Contradiction*5, Locked Candidates Type 1 (Pointing)*4, Forcing Net Contradiction*1, Naked Triple*1, XY-Wing*1, 隐式矩形(Hidden Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XY-Wing*2, Naked Single*26, Finned Swordfish*1, AIC*2, X-Wing*2, XY链(XY-Chain)*1, Full House*21
412	solved	极端	8830	隐藏唯一数(Hidden Single)*14, Locked Candidates Type 1 (Pointing)*4, Discontinuous Nice Loop*4, Almost Locked Set XY-Wing*1, Forcing Chain Verity*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*8, Forcing Net Verity*1, Naked Single*21, 双线风筝(2-String Kite)*1, AIC*2, Locked Pair*1, Naked Triple*1, Naked Pair*2, XY链(XY-Chain)*1, Full House*20, 空矩形(Empty Rectangle)*1
413	solved	极端	2660	隐藏唯一数(Hidden Single)*16, Naked Single*19, Full House*20, Locked Candidates Type 1 (Pointing)*4, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*1, Naked Pair*1, 双线风筝(2-String Kite)*2, XY链(XY-Chain)*1, Naked Triple*1, Discontinuous Nice Loop*1
414	solved	极端	9192	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*10, 双线风筝(2-String Kite)*2, Finned X-Wing*1, Forcing Chain Contradiction*9, Discontinuous Nice Loop*1, Almost Locked Set XZ-Rule*2, 成组不连续环(Grouped Discontinuous Nice Loop)*2, XY-Wing*3, Naked Triple*6, Naked Single*26, 空矩形(Empty Rectangle)*1, Full House*21, Locked Candidates Type 2 (Claiming)*2, Naked Pair*1, 隐式矩形(Hidden Rectangle)*2, 多宝鱼(Turbot Fish)*1, Locked Pair*1, W-Wing*1, XY链(XY-Chain)*1
415	solved	极端	6398	Locked Candidates Type 1 (Pointing)*3, Naked Triple*1, Hidden Triple*1, Sashimi X-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*3, Almost Locked Set XY-Wing*5, 隐藏唯一数(Hidden Single)*13, Almost Locked Set Chain*1, Discontinuous Nice Loop*2, Naked Pair*1, Naked Single*19, 隐藏数对(Hidden Pair)*1, W-Wing*1, 唯一性测试 3*1, Full House*20
416	solved	极端	4732	Naked Single*22, 隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*5, Discontinuous Nice Loop*1, Forcing Chain Contradiction*6, Almost Locked Set XZ-Rule*1, Sue de Coq*1, Naked Pair*1, AIC*1, Full House*21
417	solved	极端	8944	隐藏唯一数(Hidden Single)*9, Locked Candidates Type 1 (Pointing)*3, Locked Candidates Type 2 (Claiming)*3, 双线风筝(2-String Kite)*1, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*7, Almost Locked Set XY-Wing*2, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Forcing Chain Contradiction*6, Naked Triple*2, 多宝鱼(Turbot Fish)*1, XYZ-Wing*1, Sue de Coq*1, 摩天楼(Skyscraper)*2, Naked Pair*3, Remote Pair*1, Naked Single*27, Full House*20
418	solved	极端	5472	Naked Single*26, Locked Candidates Type 1 (Pointing)*6, Sue de Coq*1, Discontinuous Nice Loop*2, Forcing Chain Contradiction*3, Locked Candidates Type 2 (Claiming)*2, 隐式矩形(Hidden Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Forcing Chain Verity*1, 唯一性测试 6*1, 隐藏唯一数(Hidden Single)*8, X-Wing*1, Full House*19, 唯一性测试 3*1, Naked Triple*1, W-Wing*1, 唯一性测试 2*1
419	solved	极端	3882	Naked Single*20, 隐藏唯一数(Hidden Single)*15, 空矩形(Empty Rectangle)*2, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*2, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XY-Wing*1, Full House*18, Locked Candidates Type 1 (Pointing)*3, Locked Candidates Type 2 (Claiming)*1, AIC*1, 摩天楼(Skyscraper)*1, Naked Pair*1, 唯一性测试 3*1, XYZ-Wing*2, Naked Triple*1, W-Wing*1
420	solved	极端	6492	隐藏唯一数(Hidden Single)*15, Locked Candidates Type 1 (Pointing)*5, Locked Candidates Type 2 (Claiming)*3, Discontinuous Nice Loop*8, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*2, Finned Swordfish*1, Almost Locked Set XY-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Locked Pair*1, Naked Single*18, W-Wing*1, AIC*1, Continuous Nice Loop*1, XY链(XY-Chain)*1, X-Wing*1, XY-Wing*1, Full House*20, Naked Pair*1
421	solved	极端	6476	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*4, Discontinuous Nice Loop*3, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*3, Forcing Net Verity*1, Naked Single*22, Locked Candidates Type 2 (Claiming)*2, Sue de Coq*2, AIC*1, 唯一性测试 4*1, XY链(XY-Chain)*3, Continuous Nice Loop*1, Naked Triple*1, 摩天楼(Skyscraper)*1, Full House*19
422	solved	极端	2260	隐藏唯一数(Hidden Single)*9, Locked Triple*1, Locked Candidates Type 1 (Pointing)*5, Naked Triple*1, 双线风筝(2-String Kite)*1, 隐式矩形(Hidden Rectangle)*1, Finned X-Wing*1, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*1, Naked Single*26, Full House*20
423	solved	极端	4828	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*5, 隐式矩形(Hidden Rectangle)*1, Discontinuous Nice Loop*5, Naked Single*24, Almost Locked Set Chain*1, Forcing Chain Contradiction*2, Naked Pair*1, Almost Locked Set XY-Wing*2, Full House*20, Naked Triple*2, 成组不连续环(Grouped Discontinuous Nice Loop)*1, W-Wing*1, X-Wing*1
424	solved	极端	9272	隐藏唯一数(Hidden Single)*11, Locked Pair*1, 唯一性测试 4*1, Finned X-Wing*1, Discontinuous Nice Loop*10, XYZ-Wing*1, Forcing Chain Contradiction*4, Locked Candidates Type 2 (Claiming)*4, Forcing Net Verity*1, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Locked Candidates Type 1 (Pointing)*3, Naked Pair*1, Naked Single*22, AIC*2, XY-Wing*1, 双线风筝(2-String Kite)*2, Finned Swordfish*1, XY链(XY-Chain)*1, 隐藏数对(Hidden Pair)*1, Full House*20, X-Wing*1
425	solved	极端	10666	隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*7, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Almost Locked Set XY-Wing*8, Naked Pair*1, Almost Locked Set XZ-Rule*2, Discontinuous Nice Loop*4, 成组 AIC*2, Forcing Chain Contradiction*2, Forcing Chain Verity*1, Locked Pair*1, 双线风筝(2-String Kite)*2, Almost Locked Set Chain*1, Naked Single*21, AIC*1, XY链(XY-Chain)*2, Naked Triple*1, Sue de Coq*1, XYZ-Wing*1, Locked Candidates Type 2 (Claiming)*1, Full House*21
426	solved	极端	9890	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*4, 双线风筝(2-String Kite)*4, 隐式矩形(Hidden Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*9, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*4, Almost Locked Set Chain*1, X-Wing*2, Discontinuous Nice Loop*4, Locked Pair*1, Continuous Nice Loop*1, Naked Single*29, Naked Triple*4, Sue de Coq*1, XY链(XY-Chain)*2, Locked Candidates Type 2 (Claiming)*2, 摩天楼(Skyscraper)*1, Full House*21
427	solved	极端	6486	Naked Single*21, Full House*20, 隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*4, 隐藏数对(Hidden Pair)*2, AIC*3, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*3, Almost Locked Set XZ-Rule*2, Locked Candidates Type 2 (Claiming)*1, 双线风筝(2-String Kite)*2, 唯一性测试 2*1, Naked Triple*1, W-Wing*1, Naked Pair*2, 隐式矩形(Hidden Rectangle)*1, XY链(XY-Chain)*1
428	solved	极端	7564	隐藏唯一数(Hidden Single)*10, XY-Wing*2, Discontinuous Nice Loop*1, Forcing Chain Contradiction*9, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Net Verity*1, 摩天楼(Skyscraper)*1, Naked Single*20, Full House*21, Locked Candidates Type 2 (Claiming)*1, XY链(XY-Chain)*3, Locked Candidates Type 1 (Pointing)*1, W-Wing*1
429	solved	极端	8988	隐藏唯一数(Hidden Single)*12, Locked Candidates Type 2 (Claiming)*1, 多宝鱼(Turbot Fish)*1, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XY-Wing*3, Locked Candidates Type 1 (Pointing)*4, Forcing Chain Contradiction*10, Naked Pair*2, 空矩形(Empty Rectangle)*1, W-Wing*4, Discontinuous Nice Loop*2, Almost Locked Set XZ-Rule*1, Naked Single*19, 摩天楼(Skyscraper)*1, Full House*21
430	solved	极端	12820	隐藏唯一数(Hidden Single)*20, Locked Candidates Type 2 (Claiming)*2, 双线风筝(2-String Kite)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Forcing Chain Contradiction*12, Discontinuous Nice Loop*5, Almost Locked Set XZ-Rule*1, Forcing Chain Verity*1, 摩天楼(Skyscraper)*3, 隐式矩形(Hidden Rectangle)*1, Sue de Coq*1, Almost Locked Set XY-Wing*1, AIC*1, 多宝鱼(Turbot Fish)*1, Naked Single*14, Full House*21, XY-Wing*1, XY链(XY-Chain)*1, Locked Candidates Type 1 (Pointing)*1, Naked Triple*1, X-Wing*1, W-Wing*1
431	solved	极端	5674	隐藏唯一数(Hidden Single)*23, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*3, Naked Single*13, Sashimi X-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*3, Locked Candidates Type 1 (Pointing)*4, Almost Locked Set XY-Wing*1, 隐藏数对(Hidden Pair)*1, 摩天楼(Skyscraper)*1, Locked Candidates Type 2 (Claiming)*2, Continuous Nice Loop*1, 隐式矩形(Hidden Rectangle)*1, XY链(XY-Chain)*2, AIC*1, Full House*20, Naked Pair*1, 三链列(Swordfish)*1, Bivalue Universal Grave + 1*1
432	solved	极端	7976	隐藏唯一数(Hidden Single)*11, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*4, Forcing Chain Contradiction*5, Forcing Net Contradiction*1, Locked Pair*1, Naked Pair*1, 隐式矩形(Hidden Rectangle)*1, Forcing Net Verity*1, Naked Single*18, Locked Candidates Type 2 (Claiming)*3, Discontinuous Nice Loop*3, Naked Triple*2, 双线风筝(2-String Kite)*1, W-Wing*1, XY-Wing*1, XY链(XY-Chain)*1, Full House*20
433	solved	极端	6784	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*4, X-Wing*1, 双线风筝(2-String Kite)*3, Finned Swordfish*2, Naked Single*22, 摩天楼(Skyscraper)*2, Naked Triple*2, Discontinuous Nice Loop*8, Almost Locked Set Chain*1, Forcing Chain Contradiction*1, 多宝鱼(Turbot Fish)*1, Naked Pair*3, Finned X-Wing*1, XYZ-Wing*1, AIC*2, XY链(XY-Chain)*1, W-Wing*1, XY-Wing*1, Full House*21
434	solved	极端	6604	隐藏唯一数(Hidden Single)*8, Naked Single*22, X-Wing*2, Forcing Chain Contradiction*3, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Almost Locked Set XY-Wing*2, Discontinuous Nice Loop*5, Naked Pair*2, Finned Swordfish*2, Locked Candidates Type 1 (Pointing)*2, XY链(XY-Chain)*1, 多宝鱼(Turbot Fish)*1, 双线风筝(2-String Kite)*2, Full House*21
435	solved	极端	7270	隐藏唯一数(Hidden Single)*10, Naked Single*25, Locked Candidates Type 1 (Pointing)*4, 隐式矩形(Hidden Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*10, Finned X-Wing*1, Forcing Net Verity*1, Full House*20, Locked Candidates Type 2 (Claiming)*1, Naked Triple*2, W-Wing*1, XY-Wing*1
436	solved	极端	6056	Naked Single*25, 隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*3, 摩天楼(Skyscraper)*2, 隐藏数对(Hidden Pair)*1, Discontinuous Nice Loop*6, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*5, Locked Candidates Type 2 (Claiming)*2, 双线风筝(2-String Kite)*1, W-Wing*1, Naked Pair*1, Full House*19
437	solved	极端	9926	隐藏唯一数(Hidden Single)*13, Locked Pair*1, Locked Candidates Type 1 (Pointing)*7, Naked Triple*1, 隐藏数对(Hidden Pair)*1, Discontinuous Nice Loop*10, Forcing Chain Contradiction*6, Locked Candidates Type 2 (Claiming)*2, 双线风筝(2-String Kite)*2, AIC*2, Naked Single*23, Continuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XY-Wing*1, Almost Locked Set Chain*1, Sashimi Swordfish*1, Full House*18, W-Wing*1, Sue de Coq*1, Bivalue Universal Grave + 1*1
438	solved	极端	5246	Locked Candidates Type 1 (Pointing)*6, Locked Pair*1, Naked Triple*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*4, Forcing Net Verity*1, Naked Single*26, 隐藏唯一数(Hidden Single)*7, XY-Wing*1, AIC*3, 空矩形(Empty Rectangle)*1, Full House*21, Hidden Triple*1, W-Wing*2
439	solved	极端	7774	Naked Single*25, Locked Candidates Type 1 (Pointing)*6, 隐藏数对(Hidden Pair)*2, 隐藏唯一数(Hidden Single)*10, Discontinuous Nice Loop*3, Forcing Chain Contradiction*5, Forcing Chain Verity*2, Locked Candidates Type 2 (Claiming)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, 摩天楼(Skyscraper)*1, Naked Pair*2, Finned X-Wing*1, XY链(XY-Chain)*1, Continuous Nice Loop*1, 三链列(Swordfish)*1, 隐式矩形(Hidden Rectangle)*1, Finned Swordfish*1, AIC*1, Full House*21
440	solved	极端	8420	隐藏唯一数(Hidden Single)*17, Locked Candidates Type 1 (Pointing)*6, 摩天楼(Skyscraper)*1, Finned X-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Forcing Net Verity*1, Forcing Chain Contradiction*1, Sue de Coq*1, Continuous Nice Loop*2, Locked Candidates Type 2 (Claiming)*3, Naked Triple*5, Discontinuous Nice Loop*7, 成组 AIC*1, AIC*3, Naked Single*18, Almost Locked Set XY-Wing*1, Full House*20, X-Wing*1, W-Wing*1
