idx	status	level	score	techniques
352	solved	极端	9156	隐藏唯一数(Hidden Single)*12, Locked Candidates Type 2 (Claiming)*4, 隐藏数对(Hidden Pair)*1, 隐式矩形(Hidden Rectangle)*2, Almost Locked Set XY-Wing*4, Forcing Chain Contradiction*7, AIC*3, Discontinuous Nice Loop*5, Locked Candidates Type 1 (Pointing)*3, Naked Single*21, Full House*21, Finned X-Wing*2, Almost Locked Set XZ-Rule*1, 多宝鱼(Turbot Fish)*1, Continuous Nice Loop*1, X-Wing*1, Naked Triple*1
353	solved	极端	9340	隐藏唯一数(Hidden Single)*15, Locked Candidates Type 1 (Pointing)*7, 空矩形(Empty Rectangle)*1, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*1, Continuous Nice Loop*1, Discontinuous Nice Loop*12, 成组不连续环(Grouped Discontinuous Nice Loop)*2, AIC*5, W-Wing*2, 双线风筝(2-String Kite)*2, Naked Pair*1, Finned X-Wing*1, Naked Single*19, 多宝鱼(Turbot Fish)*1, 隐藏数对(Hidden Pair)*1, X-Wing*1, Full House*21
354	solved	极端	5860	隐藏唯一数(Hidden Single)*11, Locked Candidates Type 1 (Pointing)*4, X-Wing*1, XYZ-Wing*1, Discontinuous Nice Loop*3, 成组 AIC*2, Naked Single*23, Full House*21, 成组不连续环(Grouped Discontinuous Nice Loop)*9, Naked Triple*1, AIC*1, Locked Pair*1, Locked Candidates Type 2 (Claiming)*1, XY-Wing*1, XY链(XY-Chain)*1
355	solved	极端	6074	隐藏唯一数(Hidden Single)*11, Locked Candidates Type 1 (Pointing)*7, 成组不连续环(Grouped Discontinuous Nice Loop)*6, Almost Locked Set XY-Wing*3, Forcing Chain Contradiction*1, 隐式矩形(Hidden Rectangle)*2, Sue de Coq*1, Discontinuous Nice Loop*4, Naked Single*25, AIC*2, Full House*20
356	solved	极端	4048	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*5, Naked Triple*1, 隐藏数对(Hidden Pair)*1, 多宝鱼(Turbot Fish)*1, Discontinuous Nice Loop*3, 成组不连续环(Grouped Discontinuous Nice Loop)*4, XYZ-Wing*1, Almost Locked Set XZ-Rule*2, Sue de Coq*1, Locked Candidates Type 2 (Claiming)*2, Naked Single*25, Full House*19
357	solved	极端	8708	Locked Candidates Type 1 (Pointing)*4, 双线风筝(2-String Kite)*3, Finned Swordfish*2, Discontinuous Nice Loop*3, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*7, Continuous Nice Loop*2, Finned X-Wing*1, Naked Single*22, 隐藏唯一数(Hidden Single)*9, 三链列(Swordfish)*1, Naked Pair*1, X-Wing*2, W-Wing*1, XY链(XY-Chain)*1, Full House*21, Locked Pair*1, Locked Candidates Type 2 (Claiming)*1, 唯一性测试 1*1
358	solved	极端	4686	隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*3, 双线风筝(2-String Kite)*2, Forcing Chain Contradiction*5, Finned Swordfish*1, Sue de Coq*1, Finned X-Wing*1, Almost Locked Set XY-Wing*1, Discontinuous Nice Loop*1, Sashimi Swordfish*1, Naked Single*24, Full House*20
359	solved	极端	2630	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*1, Naked Triple*1, Naked Pair*1, Locked Pair*1, Locked Candidates Type 2 (Claiming)*1, Naked Single*30, Full House*19
360	solved	极端	13038	Naked Single*25, 隐藏唯一数(Hidden Single)*12, Locked Candidates Type 1 (Pointing)*4, X-Wing*1, Finned Swordfish*1, Discontinuous Nice Loop*6, 成组不连续环(Grouped Discontinuous Nice Loop)*6, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*3, Almost Locked Set Chain*1, Forcing Chain Contradiction*7, Naked Pair*3, 隐藏数对(Hidden Pair)*1, Forcing Chain Verity*2, 隐式矩形(Hidden Rectangle)*3, Finned X-Wing*1, 成组 AIC*2, XY-Wing*1, XY链(XY-Chain)*1, Locked Candidates Type 2 (Claiming)*1, AIC*1, Full House*20, Sue de Coq*2, Locked Pair*1
361	stuck	-	2308	隐藏唯一数(Hidden Single)*2, Finned Swordfish*1, Discontinuous Nice Loop*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*3
362	solved	极端	6772	隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*7, 隐式矩形(Hidden Rectangle)*2, Naked Single*23, Discontinuous Nice Loop*6, Almost Locked Set XZ-Rule*2, Forcing Chain Contradiction*2, 空矩形(Empty Rectangle)*1, 成组 AIC*1, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XY-Wing*1, Naked Pair*1, Finned Swordfish*1, Continuous Nice Loop*1, Locked Candidates Type 2 (Claiming)*1, 唯一性测试 2*1, Naked Triple*2, X-Wing*1, Full House*20
363	stuck	-	3434	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*1, Forcing Chain Contradiction*4, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Verity*2
364	solved	极端	7788	Naked Single*25, 隐藏唯一数(Hidden Single)*11, Locked Candidates Type 1 (Pointing)*8, Locked Candidates Type 2 (Claiming)*2, Almost Locked Set XZ-Rule*4, Almost Locked Set XY-Wing*2, Almost Locked Set Chain*2, Forcing Chain Contradiction*1, Finned X-Wing*1, Discontinuous Nice Loop*6, 成组不连续环(Grouped Discontinuous Nice Loop)*1, 双线风筝(2-String Kite)*1, 空矩形(Empty Rectangle)*1, AIC*2, Naked Triple*1, Sue de Coq*2, Full House*21, W-Wing*1, XY链(XY-Chain)*1
365	solved	极端	10134	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*4, 三链列(Swordfish)*1, Finned Swordfish*1, Forcing Chain Contradiction*5, 隐式矩形(Hidden Rectangle)*1, Discontinuous Nice Loop*10, 双线风筝(2-String Kite)*2, 成组不连续环(Grouped Discontinuous Nice Loop)*7, Almost Locked Set XZ-Rule*2, Naked Single*20, Almost Locked Set XY-Wing*1, AIC*1, W-Wing*1, Full House*20, Locked Candidates Type 2 (Claiming)*1
366	solved	极端	11900	隐藏唯一数(Hidden Single)*11, Locked Candidates Type 2 (Claiming)*2, Finned Swordfish*1, Locked Candidates Type 1 (Pointing)*4, Discontinuous Nice Loop*5, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*13, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Verity*1, Finned Franken Swordfish*1, Naked Single*23, Naked Triple*2, XY链(XY-Chain)*1, AIC*1, Full House*21, 多宝鱼(Turbot Fish)*1, X-Wing*1, Finned X-Wing*1, Sue de Coq*1
367	stuck	-	2626	隐藏唯一数(Hidden Single)*4, Locked Candidates Type 1 (Pointing)*1, 双线风筝(2-String Kite)*1, Finned Jellyfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*3
368	solved	极端	14970	隐藏唯一数(Hidden Single)*14, Locked Candidates Type 1 (Pointing)*8, Locked Candidates Type 2 (Claiming)*2, 空矩形(Empty Rectangle)*2, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Almost Locked Set XZ-Rule*1, 隐式矩形(Hidden Rectangle)*1, Forcing Chain Contradiction*19, Almost Locked Set XY-Wing*1, 双线风筝(2-String Kite)*2, Naked Triple*2, Naked Pair*3, 摩天楼(Skyscraper)*1, Naked Single*18, Full House*18
369	solved	极端	5566	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*5, Almost Locked Set XZ-Rule*4, 双线风筝(2-String Kite)*2, Almost Locked Set XY-Wing*2, Almost Locked Set Chain*1, Discontinuous Nice Loop*4, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*1, AIC*1, Locked Pair*1, Naked Single*26, Full House*20
370	solved	极端	5998	隐藏唯一数(Hidden Single)*15, 空矩形(Empty Rectangle)*4, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Discontinuous Nice Loop*4, Locked Candidates Type 1 (Pointing)*2, Naked Single*21, 双线风筝(2-String Kite)*2, 成组 AIC*2, Naked Triple*3, 多宝鱼(Turbot Fish)*1, AIC*2, Multi Colors 1*1, Continuous Nice Loop*1, X-Wing*3, Sue de Coq*1, Locked Candidates Type 2 (Claiming)*1, Full House*21
371	stuck	-	2746	隐藏唯一数(Hidden Single)*4, Locked Candidates Type 1 (Pointing)*1, X-Wing*1, 多宝鱼(Turbot Fish)*1, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*3
372	stuck	-	1152	隐藏唯一数(Hidden Single)*3, Locked Candidates Type 1 (Pointing)*1, AIC*1, Discontinuous Nice Loop*1, Forcing Chain Contradiction*1
373	solved	极端	10292	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*5, 空矩形(Empty Rectangle)*2, 隐式矩形(Hidden Rectangle)*1, Discontinuous Nice Loop*2, Almost Locked Set XY-Wing*2, Almost Locked Set Chain*1, Forcing Chain Verity*4, Forcing Chain Contradiction*7, Locked Pair*2, Naked Pair*2, W-Wing*3, 双线风筝(2-String Kite)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Sue de Coq*1, AIC*1, Locked Candidates Type 2 (Claiming)*2, XY链(XY-Chain)*1, Full House*20, Naked Single*17
374	stuck	-	2926	隐藏唯一数(Hidden Single)*9, Locked Candidates Type 1 (Pointing)*2, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*2
375	stuck	-	1220	隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*2, 隐式矩形(Hidden Rectangle)*1, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2
376	solved	极端	4798	隐藏唯一数(Hidden Single)*13, Naked Single*24, Full House*20, X-Wing*1, Discontinuous Nice Loop*4, Forcing Chain Contradiction*1, Locked Candidates Type 1 (Pointing)*3, 空矩形(Empty Rectangle)*2, 成组 AIC*1, Locked Candidates Type 2 (Claiming)*1, W-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*1, AIC*1, 隐藏数对(Hidden Pair)*1, Continuous Nice Loop*1, XY链(XY-Chain)*1
377	solved	极端	9820	Naked Single*21, 隐藏唯一数(Hidden Single)*9, Locked Candidates Type 1 (Pointing)*4, Discontinuous Nice Loop*3, Almost Locked Set XZ-Rule*3, Almost Locked Set XY-Wing*2, 成组不连续环(Grouped Discontinuous Nice Loop)*6, Forcing Chain Contradiction*6, Naked Triple*2, 隐式矩形(Hidden Rectangle)*1, 唯一性测试 4*1, XY链(XY-Chain)*4, Full House*20, AIC*2, Naked Pair*1, 摩天楼(Skyscraper)*1
378	solved	极端	8158	隐藏唯一数(Hidden Single)*19, Locked Candidates Type 1 (Pointing)*3, 多宝鱼(Turbot Fish)*1, Finned Swordfish*1, Discontinuous Nice Loop*3, Almost Locked Set XZ-Rule*2, Forcing Chain Contradiction*8, Naked Pair*2, Sue de Coq*1, Locked Candidates Type 2 (Claiming)*4, Naked Triple*1, AIC*2, X-Wing*1, 隐藏数对(Hidden Pair)*1, Multi Colors 1*1, Naked Single*17, 唯一性测试 3*1, Full House*21, Remote Pair*1
379	solved	极端	7604	隐藏唯一数(Hidden Single)*21, Locked Candidates Type 1 (Pointing)*6, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Almost Locked Set XY-Wing*2, AIC*3, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*3, Locked Candidates Type 2 (Claiming)*1, Naked Single*15, 摩天楼(Skyscraper)*1, Full House*20, W-Wing*1, 隐式矩形(Hidden Rectangle)*1, XY链(XY-Chain)*1
380	solved	极端	3514	Naked Single*27, 隐藏唯一数(Hidden Single)*9, Locked Candidates Type 1 (Pointing)*3, 空矩形(Empty Rectangle)*4, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Finned Franken Swordfish*1, Almost Locked Set XY-Wing*1, Discontinuous Nice Loop*1, Forcing Chain Contradiction*1, Naked Pair*1, Locked Pair*1, Full House*20, Locked Candidates Type 2 (Claiming)*1, W-Wing*1, XY-Wing*1
381	stuck	-	8652	隐藏唯一数(Hidden Single)*2, Locked Candidates Type 2 (Claiming)*1, Finned X-Wing*2, Discontinuous Nice Loop*4, Locked Candidates Type 1 (Pointing)*2, Almost Locked Set XZ-Rule*3, Almost Locked Set XY-Wing*5, Naked Single*1, 双线风筝(2-String Kite)*1, Almost Locked Set Chain*1, Forcing Chain Contradiction*8, 隐式矩形(Hidden Rectangle)*1
382	solved	极端	8230	隐藏唯一数(Hidden Single)*13, Locked Candidates Type 1 (Pointing)*7, Naked Triple*3, 双线风筝(2-String Kite)*1, Finned Swordfish*1, Finned X-Wing*1, Discontinuous Nice Loop*9, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*2, Forcing Chain Verity*1, Naked Single*22, XY链(XY-Chain)*1, Locked Candidates Type 2 (Claiming)*2, AIC*1, XYZ-Wing*1, W-Wing*1, Full House*20
383	solved	极端	11228	隐藏唯一数(Hidden Single)*9, Locked Candidates Type 2 (Claiming)*3, Naked Triple*1, Naked Single*24, 摩天楼(Skyscraper)*1, 空矩形(Empty Rectangle)*1, Naked Pair*3, Finned X-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Finned Franken Swordfish*1, Forcing Chain Contradiction*6, Forcing Chain Verity*3, Locked Candidates Type 1 (Pointing)*7, XY-Wing*1, Almost Locked Set XY-Wing*1, Almost Locked Set Chain*2, Discontinuous Nice Loop*9, Continuous Nice Loop*1, X-Wing*1, XYZ-Wing*1, Full House*19
384	solved	极端	5610	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*2, Finned X-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*2, Forcing Chain Contradiction*5, 成组 AIC*2, Locked Candidates Type 2 (Claiming)*2, 隐式矩形(Hidden Rectangle)*1, 成组连续环(Grouped Continuous Nice Loop)*1, 摩天楼(Skyscraper)*1, Finned Swordfish*1, Naked Single*20, Full House*19, Locked Triple*1, Remote Pair*1
385	solved	极端	4162	隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*4, 双线风筝(2-String Kite)*2, Discontinuous Nice Loop*5, 隐式矩形(Hidden Rectangle)*1, Naked Single*22, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*1, 三链列(Swordfish)*1, Full House*21, 空矩形(Empty Rectangle)*1, AIC*1
386	solved	极端	7136	隐藏唯一数(Hidden Single)*14, Locked Candidates Type 1 (Pointing)*6, 多宝鱼(Turbot Fish)*1, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Forcing Chain Contradiction*3, Sashimi X-Wing*1, Naked Single*16, Locked Candidates Type 2 (Claiming)*1, Almost Locked Set XZ-Rule*1, 双线风筝(2-String Kite)*1, XY链(XY-Chain)*3, 成组 AIC*1, 隐式矩形(Hidden Rectangle)*1, 摩天楼(Skyscraper)*3, Full House*19, Naked Pair*1
387	solved	极端	3938	隐藏唯一数(Hidden Single)*9, Locked Candidates Type 1 (Pointing)*1, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Naked Pair*3, Locked Pair*1, Naked Single*28, 隐藏数对(Hidden Pair)*2, 摩天楼(Skyscraper)*2, 唯一性测试 1*1, 双线风筝(2-String Kite)*2, 空矩形(Empty Rectangle)*1, XY-Wing*1, XY链(XY-Chain)*2, Locked Candidates Type 2 (Claiming)*1, AIC*4, Full House*20
388	stuck	-	634	隐藏唯一数(Hidden Single)*1, Locked Candidates Type 1 (Pointing)*1, 双线风筝(2-String Kite)*1, 空矩形(Empty Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1
389	solved	极端	8398	隐藏唯一数(Hidden Single)*11, Locked Candidates Type 1 (Pointing)*5, Naked Pair*2, 摩天楼(Skyscraper)*2, 双线风筝(2-String Kite)*3, Discontinuous Nice Loop*2, Forcing Chain Contradiction*7, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Finned X-Wing*1, Almost Locked Set Chain*1, Almost Locked Set XZ-Rule*1, Locked Candidates Type 2 (Claiming)*1, Sue de Coq*1, Almost Locked Set XY-Wing*1, Naked Single*26, Locked Pair*1, W-Wing*1, XY链(XY-Chain)*4, Full House*20
390	solved	极端	6068	Naked Single*18, 隐藏唯一数(Hidden Single)*14, Full House*20, Naked Pair*1, 多宝鱼(Turbot Fish)*2, Finned Swordfish*2, Discontinuous Nice Loop*1, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Almost Locked Set Chain*2, 空矩形(Empty Rectangle)*2, W-Wing*1, Forcing Chain Contradiction*2, Locked Candidates Type 1 (Pointing)*2, XY-Wing*1, Multi Colors 1*1, 摩天楼(Skyscraper)*1, Almost Locked Set XZ-Rule*1, AIC*1
391	solved	极端	3748	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*4, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Discontinuous Nice Loop*1, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*3, Naked Single*15, Full House*21, Locked Candidates Type 2 (Claiming)*1, Naked Pair*2, 摩天楼(Skyscraper)*1, XY-Wing*1
392	solved	极端	5190	Naked Single*23, 隐藏唯一数(Hidden Single)*11, 隐式矩形(Hidden Rectangle)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Almost Locked Set XY-Wing*2, Forcing Chain Contradiction*1, Naked Triple*1, Locked Candidates Type 1 (Pointing)*4, 双线风筝(2-String Kite)*1, Discontinuous Nice Loop*4, 隐藏数对(Hidden Pair)*1, X-Wing*1, XYZ-Wing*1, AIC*1, Full House*21, Locked Candidates Type 2 (Claiming)*1, W-Wing*1
393	stuck	-	6110	Naked Single*2, 隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*2, 双线风筝(2-String Kite)*1, Forcing Chain Contradiction*5, Discontinuous Nice Loop*3, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, Forcing Chain Verity*1, Naked Triple*1
394	solved	极端	6258	隐藏唯一数(Hidden Single)*6, X-Wing*1, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*3, 成组连续环(Grouped Continuous Nice Loop)*1, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*1, Almost Locked Set XY-Wing*3, Forcing Chain Verity*1, Naked Pair*1, 空矩形(Empty Rectangle)*1, Locked Candidates Type 1 (Pointing)*1, Locked Pair*2, Naked Single*26, Naked Triple*1, W-Wing*1, Locked Candidates Type 2 (Claiming)*1, 多宝鱼(Turbot Fish)*2, XY-Wing*1, Full House*20
395	solved	极端	10252	隐藏唯一数(Hidden Single)*12, Naked Single*20, Full House*21, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Forcing Chain Contradiction*11, Locked Candidates Type 1 (Pointing)*2, Almost Locked Set Chain*1, Sue de Coq*1, Almost Locked Set XZ-Rule*1, Almost Locked Set XY-Wing*1, 成组连续环(Grouped Continuous Nice Loop)*1, Discontinuous Nice Loop*3, Finned X-Wing*1, Continuous Nice Loop*1, 唯一性测试 1*1, XY链(XY-Chain)*1
396	solved	极端	6576	隐藏唯一数(Hidden Single)*22, Locked Pair*1, Sashimi X-Wing*1, Discontinuous Nice Loop*2, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Forcing Chain Contradiction*3, Locked Candidates Type 1 (Pointing)*4, Naked Pair*3, Locked Candidates Type 2 (Claiming)*2, AIC*4, Naked Single*11, Finned Swordfish*1, Remote Pair*1, 三链列(Swordfish)*1, 空矩形(Empty Rectangle)*1, XY链(XY-Chain)*1, Full House*21, W-Wing*1, Bivalue Universal Grave + 1*1
397	stuck	-	2598	Full House*1, 隐藏唯一数(Hidden Single)*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Almost Locked Set XZ-Rule*1, Almost Locked Set Chain*1, X-Wing*1, Forcing Chain Contradiction*3
398	stuck	-	7918	隐藏唯一数(Hidden Single)*2, Locked Candidates Type 1 (Pointing)*3, 隐藏数对(Hidden Pair)*1, Almost Locked Set XY-Wing*5, Almost Locked Set Chain*1, Forcing Chain Contradiction*10, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Finned X-Wing*1
399	solved	极端	10048	隐藏唯一数(Hidden Single)*14, 隐藏数对(Hidden Pair)*1, 空矩形(Empty Rectangle)*3, 唯一性测试 4*1, Sashimi Swordfish*2, 成组不连续环(Grouped Discontinuous Nice Loop)*3, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*4, Almost Locked Set XY-Wing*1, XY-Wing*4, Discontinuous Nice Loop*5, 成组 AIC*1, Finned Franken Swordfish*1, Locked Candidates Type 1 (Pointing)*5, 双线风筝(2-String Kite)*1, W-Wing*2, AIC*2, Naked Single*17, Full House*21, 摩天楼(Skyscraper)*2, Sashimi X-Wing*1, Finned Swordfish*1, Locked Candidates Type 2 (Claiming)*3, X-Wing*1, XY链(XY-Chain)*1
400	stuck	-	2170	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*1, 多宝鱼(Turbot Fish)*1, Finned X-Wing*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*3
401	solved	极端	10066	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*7, Locked Candidates Type 2 (Claiming)*2, 空矩形(Empty Rectangle)*2, Naked Pair*3, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*6, Naked Triple*3, Naked Single*25, Discontinuous Nice Loop*9, Almost Locked Set XZ-Rule*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Sue de Coq*1, 唯一性测试 6*1, XY链(XY-Chain)*1, Continuous Nice Loop*1, 双线风筝(2-String Kite)*1, AIC*1, Locked Pair*1, X-Wing*1, W-Wing*2, 多宝鱼(Turbot Fish)*1, Full House*21
402	solved	极端	8518	隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*4, 隐藏数对(Hidden Pair)*1, XYZ-Wing*1, Discontinuous Nice Loop*5, 成组不连续环(Grouped Discontinuous Nice Loop)*4, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*3, Forcing Chain Contradiction*4, Naked Single*22, Forcing Chain Verity*2, X-Wing*1, Naked Pair*1, Naked Triple*1, 空矩形(Empty Rectangle)*1, 双线风筝(2-String Kite)*1, Locked Candidates Type 2 (Claiming)*1, Full House*20
403	stuck	-	4078	隐藏唯一数(Hidden Single)*2, Locked Candidates Type 1 (Pointing)*2, 隐藏数对(Hidden Pair)*1, Almost Locked Set XZ-Rule*2, Almost Locked Set XY-Wing*2, Almost Locked Set Chain*1, Forcing Chain Contradiction*4, 成组不连续环(Grouped Discontinuous Nice Loop)*1
404	stuck	-	2760	隐藏唯一数(Hidden Single)*5, Locked Candidates Type 1 (Pointing)*4, Locked Candidates Type 2 (Claiming)*1, Naked Pair*1, 双线风筝(2-String Kite)*1, Finned X-Wing*1, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*2
405	solved	极端	11550	隐藏唯一数(Hidden Single)*16, Locked Candidates Type 1 (Pointing)*6, Naked Triple*2, 隐藏数对(Hidden Pair)*1, 隐式矩形(Hidden Rectangle)*1, Discontinuous Nice Loop*4, Almost Locked Set XY-Wing*1, Forcing Chain Contradiction*8, Forcing Chain Verity*7, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Naked Single*20, 唯一性测试 3*1, Full House*19, Finned Swordfish*1, AIC*2, X-Wing*1
406	solved	极端	7992	隐藏唯一数(Hidden Single)*12, Finned X-Wing*1, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Almost Locked Set XZ-Rule*1, Forcing Chain Contradiction*3, Locked Candidates Type 1 (Pointing)*4, Discontinuous Nice Loop*4, 双线风筝(2-String Kite)*3, XYZ-Wing*2, AIC*1, Naked Single*21, Naked Triple*1, Almost Locked Set XY-Wing*6, Full House*20, Locked Candidates Type 2 (Claiming)*2, Naked Pair*1, 唯一性测试 1*1, XY链(XY-Chain)*1
407	stuck	-	466	隐藏唯一数(Hidden Single)*8, Naked Single*1, Locked Candidates Type 1 (Pointing)*2, 双线风筝(2-String Kite)*1, 隐式矩形(Hidden Rectangle)*1
408	solved	极端	10244	隐藏唯一数(Hidden Single)*10, Locked Candidates Type 1 (Pointing)*4, Naked Triple*2, Finned Swordfish*1, 成组不连续环(Grouped Discontinuous Nice Loop)*9, Locked Candidates Type 2 (Claiming)*3, Forcing Chain Contradiction*8, Almost Locked Set XY-Wing*3, Discontinuous Nice Loop*2, 双线风筝(2-String Kite)*1, Almost Locked Set XZ-Rule*2, Full House*20, Naked Single*21, 摩天楼(Skyscraper)*2
409	solved	极端	8898	隐藏唯一数(Hidden Single)*8, Locked Candidates Type 1 (Pointing)*9, Naked Triple*3, 隐式矩形(Hidden Rectangle)*1, Discontinuous Nice Loop*7, Almost Locked Set XY-Wing*4, Forcing Chain Verity*1, 成组不连续环(Grouped Discontinuous Nice Loop)*5, Almost Locked Set XZ-Rule*1, 隐藏数对(Hidden Pair)*2, Sue de Coq*3, 双线风筝(2-String Kite)*2, Locked Candidates Type 2 (Claiming)*2, AIC*1, Naked Single*29, XY-Wing*1, XY链(XY-Chain)*1, 多宝鱼(Turbot Fish)*1, W-Wing*1, Full House*20
410	stuck	-	3668	Naked Single*4, Full House*1, 隐藏唯一数(Hidden Single)*2, Locked Candidates Type 1 (Pointing)*2, 隐藏数对(Hidden Pair)*1, Forcing Chain Contradiction*6, Finned X-Wing*1, Almost Locked Set XY-Wing*1
411	stuck	-	4324	隐藏唯一数(Hidden Single)*1, 隐藏数对(Hidden Pair)*3, 三链列(Swordfish)*1, 多宝鱼(Turbot Fish)*1, Locked Candidates Type 2 (Claiming)*1, 空矩形(Empty Rectangle)*1, Discontinuous Nice Loop*2, Forcing Chain Verity*1, Forcing Chain Contradiction*5, Locked Candidates Type 1 (Pointing)*2
412	stuck	-	5534	隐藏唯一数(Hidden Single)*6, Locked Candidates Type 1 (Pointing)*1, Discontinuous Nice Loop*1, Almost Locked Set XY-Wing*1, Forcing Chain Verity*1, 成组不连续环(Grouped Discontinuous Nice Loop)*1, Forcing Chain Contradiction*8
413	solved	极端	2660	隐藏唯一数(Hidden Single)*16, Naked Single*19, Full House*20, Locked Candidates Type 1 (Pointing)*4, 成组不连续环(Grouped Discontinuous Nice Loop)*2, Forcing Chain Contradiction*1, Naked Pair*1, 双线风筝(2-String Kite)*2, XY链(XY-Chain)*1, Naked Triple*1, Discontinuous Nice Loop*1
